first_word	ensemble_pred	ensemble_conf	n_encoders_voting	gt_modal	gt_total_emits	jsd_vs_gt	similarity	argmax_matches_gt_modal	total_emit_count	is_claude	ensemble_p_HP-D	ensemble_p_HP-S	ensemble_p_LP	ensemble_p_NP	ensemble_p_HN-D	ensemble_p_HN-S	ensemble_p_LN	ensemble_p_NB	ensemble_p_HB	gt_p_HP-D	gt_p_HP-S	gt_p_LP	gt_p_NP	gt_p_HN-D	gt_p_HN-S	gt_p_LN	gt_p_NB	gt_p_HB	gemma_pred	gemma_conf	ministral_pred	ministral_conf	opus_pred	opus_conf
(人*´∀`)	LP	0.3848	3		0				1	False	0.028	0.3291	0.3848	0.1267	0.0001	0.0004	0.0029	0.1266	0.0014										HP-S	0.611	LP	0.384	LP	0.405
(人*´∇	LP	0.4382	3	NP	4	0.3993	0.4239	False	4	False	0.0372	0.2707	0.4382	0.1326	0.0003	0.001	0.0063	0.1039	0.0098	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.25	0.0	LP	0.595	LP	0.334	LP	0.386
(灬°‿°灬)	LP	0.3483	3		0				1	True	0.0614	0.1614	0.3483	0.1185	0.022	0.0125	0.0149	0.2133	0.0477										LP	0.413	NB	0.252	LP	0.401
(ꈍ‿ꈍ✨)	HP-S	0.3468	3		0				1	False	0.1559	0.3468	0.2731	0.0997	0.0093	0.0179	0.0252	0.0188	0.0533										HP-S	0.783	LP	0.441	LP	0.366
(ꈍ‿ꈍ�	LP	0.2683	3		0				1	False	0.1903	0.0458	0.2683	0.1226	0.0377	0.1528	0.0888	0.0541	0.0396										HN-S	0.369	LP	0.297	LP	0.477
(꒪_꒪ׅ)	HN-D	0.291	3		0				1	False	0.05	0.0067	0.0634	0.0158	0.291	0.2249	0.0624	0.1001	0.1857										HN-D	0.565	HN-S	0.281	HB	0.302
(꒪_꒪✿)	HB	0.1677	3		0				1	False	0.1405	0.0227	0.1482	0.028	0.1624	0.1462	0.0487	0.1355	0.1677										HB	0.268	LP	0.28	HN-D	0.32
(꒪ཫ꒪;)	HN-S	0.3982	3		0				0	False	0.0289	0.0034	0.004	0.0037	0.2453	0.3982	0.157	0.0146	0.1449										HN-S	0.444	LN	0.407	HN-S	0.548
(꒪ヮ꒪)	HP-S	0.3267	3		0				1	False	0.1701	0.3267	0.0615	0.0539	0.0552	0.092	0.0655	0.0789	0.0962										HP-S	0.714	HN-S	0.201	HP-S	0.228
(꒪ꇴ꒪)	HN-S	0.3122	3	HN-S	5	0.1658	0.7607	True	5	False	0.0975	0.0457	0.0688	0.0166	0.1747	0.3122	0.0811	0.0415	0.1621	0.0	0.0	0.0	0.2	0.2	0.4	0.0	0.0	0.2	HN-D	0.389	HN-S	0.225	HN-S	0.431
(꒪꒫	HP-D	0.2425	3		0				1	False	0.2425	0.0204	0.0875	0.0184	0.102	0.1443	0.1636	0.1074	0.1138										HP-D	0.593	LP	0.247	LN	0.329
(꒪꒫꒪	HP-D	0.2392	3		0				1	False	0.2392	0.0416	0.0994	0.0148	0.0807	0.1575	0.1478	0.1122	0.1068										HP-D	0.593	LP	0.285	LN	0.282
(눈_눈)	HN-D	0.3322	3		0				2	True	0.035	0.0146	0.0283	0.0342	0.3322	0.0334	0.1023	0.1291	0.2909										HB	0.592	LN	0.249	HN-D	0.448
(눈‸눈)	HN-D	0.4809	3		0				0	False	0.0342	0.0454	0.0255	0.0239	0.4809	0.0499	0.1215	0.0608	0.1579										HN-D	0.721	LN	0.274	HN-D	0.512
(︵・ω・)	LN	0.4621	3		0				2	False	0.013	0.0119	0.0798	0.0498	0.0949	0.1232	0.4621	0.0921	0.0732										LN	0.86	HN-S	0.287	LN	0.265
(︵・ω・︵)	LN	0.4916	3		0				1	False	0.0076	0.0076	0.0672	0.0196	0.1657	0.1359	0.4916	0.0419	0.063										LN	0.59	LN	0.343	LN	0.541
(︵︵)	LN	0.5341	3	HN-S	3	0.1661	0.7604	False	3	False	0.0066	0.0053	0.0122	0.0089	0.1392	0.2056	0.5341	0.0461	0.0421	0.0	0.0	0.0	0.0	0.0	0.6667	0.3333	0.0	0.0	LN	0.794	HN-S	0.464	LN	0.59
(︵︶︵)	LN	0.6699	3		0				2	False	0.0052	0.0047	0.0209	0.0093	0.0578	0.1706	0.6699	0.0321	0.0294										LN	0.91	LN	0.425	LN	0.675
(︵︿︵)	LN	0.5751	3		0				2	False	0.0057	0.0042	0.0141	0.01	0.1338	0.1894	0.5751	0.015	0.0527										LN	0.799	LN	0.462	LN	0.464
(︵｡・́︿・̀�	LN	0.5305	3		0				1	False	0.0039	0.0035	0.0106	0.0084	0.1841	0.1995	0.5305	0.0172	0.0423										LN	0.595	LN	0.393	LN	0.603
(︶︿︶)	LN	0.5625	3		0				2	False	0.0106	0.0052	0.0628	0.0211	0.2139	0.044	0.5625	0.0452	0.0347										LN	0.825	LN	0.455	HN-D	0.407
(︾⌐‿︾)	HP-S	0.2271	3		0				1	False	0.2259	0.2271	0.1241	0.0699	0.1435	0.0655	0.0333	0.0632	0.0475										HP-S	0.61	HN-D	0.343	HP-D	0.538
(︾︿︾)	HN-D	0.3653	3		0				1	False	0.1942	0.0201	0.0398	0.0338	0.3653	0.078	0.1171	0.0781	0.0736										HP-D	0.505	HN-D	0.453	HN-D	0.586
(︿︿)	LN	0.3219	3	HN-D	50	0.2394	0.6547	False	50	False	0.0389	0.0779	0.0447	0.1481	0.1028	0.0813	0.3219	0.1221	0.0623	0.0	0.0	0.04	0.0	0.54	0.12	0.3	0.0	0.0	NP	0.384	LN	0.287	LN	0.675
(﹏(._.)っ)	LN	0.5057	3		0				1	False	0.0296	0.0048	0.0495	0.0169	0.0475	0.2348	0.5057	0.0354	0.0758										LN	0.751	LN	0.352	LN	0.414
(﹏-)	HN-S	0.4247	3	HN-S	3	0.2591	0.6262	True	3	False	0.0259	0.0073	0.0309	0.0264	0.087	0.4247	0.276	0.0506	0.0712	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	HN-S	0.899	HN-D	0.222	LN	0.586
(﹒︠‿﹒︡)	NB	0.2962	3		0				0	False	0.1409	0.0368	0.2284	0.0591	0.0468	0.1115	0.053	0.2962	0.0273										NB	0.784	LP	0.327	HP-D	0.387
(＠_＠;)	HN-S	0.4306	3		0				1	True	0.0119	0.0024	0.0032	0.0118	0.1288	0.4306	0.1138	0.0174	0.2801										HN-S	0.638	HN-D	0.352	HN-S	0.472
(＾	NB	0.2536	3		0				0	False	0.18	0.133	0.1141	0.1628	0.0267	0.0257	0.0506	0.2536	0.0533										NB	0.535	NB	0.182	HP-S	0.265
(＾3＾)	NB	0.3043	3		0				1	False	0.1391	0.0721	0.152	0.1545	0.0238	0.0341	0.0453	0.3043	0.0748										NB	0.688	HB	0.203	LP	0.299
(＾_－)	NB	0.3061	3		0				1	False	0.1496	0.0572	0.0882	0.0985	0.0207	0.0367	0.0511	0.3061	0.1919										NB	0.662	HB	0.228	HP-D	0.348
(＾_＾)	NB	0.3148	3		0				1	False	0.0449	0.0519	0.1322	0.0974	0.0305	0.0619	0.0841	0.3148	0.1821										NB	0.696	HB	0.238	LP	0.371
(＾ω＾)	HP-D	0.2875	3		0				1	False	0.2875	0.0658	0.1393	0.1311	0.0142	0.0271	0.0277	0.2054	0.1021										HP-D	0.577	HB	0.258	LP	0.37
(＾‿＾)	NB	0.2852	3	NP	81	0.0962	0.8612	False	81	False	0.1338	0.0841	0.1216	0.1027	0.0905	0.048	0.0904	0.2852	0.0436	0.2099	0.1235	0.0741	0.2222	0.0	0.037	0.0247	0.1358	0.1728	NB	0.757	HN-D	0.272	LP	0.326
(＾∇＾)	HP-S	0.4169	3	NP	6	0.2104	0.6965	False	6	False	0.1239	0.4169	0.0875	0.1708	0.0084	0.0146	0.0235	0.1132	0.0413	0.0	0.1667	0.1667	0.3333	0.0	0.0	0.0	0.0	0.3333	HP-S	0.767	NP	0.236	HP-S	0.366
(＾▽＾)	NB	0.2385	3	LP	6	0.2038	0.706	False	6	True	0.1725	0.1803	0.1074	0.1926	0.0231	0.0196	0.0156	0.2385	0.0503	0.0	0.0	0.3333	0.3333	0.0	0.0	0.0	0.3333	0.0	NB	0.531	NP	0.252	HP-S	0.378
(＾▿＾)	HP-D	0.259	3		0				1	False	0.259	0.154	0.1478	0.2322	0.0037	0.01	0.0181	0.1425	0.0327										HP-D	0.497	NP	0.294	HP-S	0.33
(＾・ω・＾)	NB	0.4541	3		0				0	False	0.0847	0.073	0.1545	0.1171	0.0042	0.009	0.0479	0.4541	0.0555										NB	0.976	NB	0.227	LP	0.319
(＾ｪ＾)	NB	0.3692	3		0				1	False	0.1115	0.0788	0.1177	0.1242	0.03	0.0282	0.0581	0.3692	0.0823										NB	0.904	HB	0.224	LP	0.29
(ｏ❁・‿・❁)�	LP	0.3908	3		0				1	False	0.0556	0.0713	0.3908	0.0955	0.014	0.0206	0.0176	0.3022	0.0324										NB	0.705	LP	0.516	LP	0.375
(ｏ・ω・)	NB	0.4116	3	LP	3	0.2216	0.6803	False	3	False	0.043	0.0363	0.1051	0.0719	0.1048	0.0961	0.0513	0.4116	0.08	0.0	0.0	0.3333	0.3333	0.0	0.0	0.0	0.3333	0.0	NB	0.927	HN-D	0.303	LP	0.295
(｡-_-｡)	LN	0.5038	3		0				0	False	0.0295	0.0061	0.0808	0.0373	0.061	0.099	0.5038	0.1069	0.0757										LN	0.983	HN-S	0.192	LN	0.357
(｡-`ω´-)	LN	0.338	3		0				0	False	0.0665	0.0129	0.0797	0.0397	0.1327	0.0371	0.338	0.2044	0.089										LN	0.829	NB	0.273	HN-D	0.34
(｡-ω-)	LN	0.425	3	LP	7	0.4507	0.3498	False	7	True	0.0334	0.0099	0.17	0.0645	0.0207	0.028	0.425	0.2006	0.0478	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	LN	0.984	NB	0.365	LP	0.318
(｡-ω｡)	LN	0.4095	3	HB	3	0.5077	0.2675	False	3	False	0.0287	0.0125	0.2123	0.0961	0.0175	0.0277	0.4095	0.1597	0.0362	0.0	0.0	0.0	0.3333	0.0	0.0	0.0	0.0	0.6667	LN	0.993	NB	0.316	LP	0.378
(｡-‿-｡)	LN	0.2658	3	LP	3	0.28	0.596	False	3	True	0.0863	0.031	0.2365	0.0903	0.0397	0.0418	0.2658	0.1566	0.0521	0.0	0.0	0.6667	0.0	0.0	0.0	0.0	0.3333	0.0	LN	0.582	NB	0.201	LP	0.348
(｡-∀-)	NB	0.4612	3	LN	3	0.5832	0.1586	False	3	False	0.1519	0.0316	0.1427	0.0756	0.0157	0.0169	0.0394	0.4612	0.0651	0.0	0.0	0.0	0.0	0.0	0.3333	0.6667	0.0	0.0	NB	0.846	NB	0.453	HP-D	0.359
(｡>‿<	HP-S	0.3652	3		0				1	False	0.1129	0.3652	0.1328	0.1535	0.0137	0.0149	0.0385	0.1235	0.0451										HP-S	0.748	NB	0.362	HP-S	0.339
(｡>‿<｡)	HP-S	0.3697	3		0				0	False	0.111	0.3697	0.132	0.1524	0.0135	0.0146	0.0374	0.1248	0.0446										HP-S	0.748	NB	0.366	HP-S	0.353
(｡>﹏<｡)	HN-S	0.4952	3	HN-S	11	0.1969	0.716	True	11	True	0.0392	0.0218	0.0542	0.0294	0.0302	0.4952	0.1054	0.1529	0.0717	0.0	0.0909	0.0	0.0909	0.0	0.8182	0.0	0.0	0.0	HN-S	0.956	NB	0.447	HN-S	0.512
(｡^‿^｡)	LP	0.3381	3		0				1	False	0.056	0.094	0.3381	0.3059	0.0016	0.0014	0.0051	0.1818	0.0162										NP	0.572	LP	0.478	LP	0.409
(｡´‿`｡)	LP	0.5313	3		0				1	True	0.0296	0.0634	0.5313	0.1175	0.0247	0.0189	0.0602	0.1037	0.0508										LP	0.999	NB	0.285	LP	0.487
(｡´▽`｡)	LP	0.4607	3		0				2	False	0.0532	0.1102	0.4607	0.1154	0.0234	0.0204	0.0699	0.0968	0.0502										LP	0.889	NB	0.224	LP	0.378
(｡´꒳`｡)	LP	0.5431	3		0				0	False	0.0328	0.0429	0.5431	0.126	0.0301	0.0235	0.0716	0.0828	0.0472										LP	0.997	NB	0.219	LP	0.543
(｡·‿·｡)	LP	0.2779	3		0				1	True	0.0412	0.0594	0.2779	0.105	0.0695	0.058	0.0816	0.2723	0.035										NB	0.673	LN	0.245	LP	0.448
(｡˃ᆺ˂｡)	HN-S	0.197	3		0				2	False	0.1383	0.1427	0.13	0.109	0.0317	0.197	0.0417	0.1382	0.0715										HN-S	0.402	NB	0.384	HP-S	0.25
(｡˃‿˂)	NP	0.2894	3	HP-S	52	0.1348	0.8056	False	52	True	0.1548	0.1806	0.1457	0.2894	0.0069	0.0068	0.0398	0.1429	0.0331	0.0769	0.4808	0.0577	0.3846	0.0	0.0	0.0	0.0	0.0	NP	0.557	NB	0.396	HP-S	0.333
(｡˃‿˂｡)	NP	0.2736	3	HP-S	7	0.3874	0.4411	False	7	False	0.1054	0.2414	0.1726	0.2736	0.0086	0.0111	0.0381	0.1082	0.041	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NP	0.53	NB	0.31	HP-S	0.316
(｡˘-˘｡)	LP	0.2862	3		0				1	True	0.0502	0.0134	0.2862	0.107	0.1022	0.0502	0.1228	0.1749	0.0932										LP	0.343	LN	0.188	LP	0.411
(｡˘³˘)	LP	0.4624	3	LP	4	0.2369	0.6582	True	4	True	0.0583	0.0424	0.4624	0.1136	0.0186	0.0176	0.0631	0.1791	0.0449	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	LP	0.765	NB	0.301	LP	0.517
(｡˘ω˘｡)	LP	0.3849	3	LP	4	0.2839	0.5905	True	4	True	0.0562	0.0392	0.3849	0.1276	0.0141	0.0207	0.0509	0.2567	0.0497	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	NB	0.523	NB	0.216	LP	0.594
(｡‿‿‿｡)	LP	0.3544	3	LP	36	0.3039	0.5616	True	36	False	0.0778	0.0546	0.3544	0.0643	0.0335	0.042	0.2204	0.1005	0.0525	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	LP	0.829	LP	0.2	LN	0.578
(｡╯︵╰｡)	LN	0.6689	3	LN	87	0.1315	0.8103	True	87	True	0.0233	0.002	0.0484	0.0281	0.0163	0.0817	0.6689	0.0828	0.0486	0.0	0.0115	0.0	0.0	0.0	0.0	0.9885	0.0	0.0	LN	1.0	NB	0.248	LN	0.864
(｡╹ω╹｡)	NB	0.3253	3		0				0	False	0.0929	0.0921	0.1826	0.1416	0.023	0.0315	0.072	0.3253	0.0389										NB	0.745	LN	0.205	LP	0.326
(｡◕‿‿◕｡)	NB	0.3677	3	HP-S	4	0.4707	0.3209	False	4	True	0.0622	0.0913	0.2581	0.138	0.0115	0.0114	0.0129	0.3677	0.047	0.25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NB	0.709	NB	0.352	LP	0.383
(｡◕‿◕｡)	NB	0.3894	3	NB	172	0.0603	0.913	True	172	True	0.0606	0.0825	0.2123	0.1612	0.0129	0.0153	0.0192	0.3894	0.0466	0.1047	0.0058	0.1919	0.186	0.0	0.0	0.0	0.5116	0.0	NB	0.831	NB	0.289	LP	0.439
(｡◕◕｡)	NB	0.3899	3		0				0	False	0.0807	0.0829	0.1462	0.1497	0.0266	0.0398	0.0168	0.3899	0.0672										NB	0.809	NB	0.243	LP	0.333
(｡◝‿◜	NB	0.2465	3		0				1	False	0.1582	0.0672	0.2002	0.2403	0.0092	0.0118	0.0208	0.2465	0.0457										NB	0.375	NB	0.307	LP	0.326
(｡♡‿♡｡)	LP	0.5582	3		0				2	False	0.0542	0.13	0.5582	0.1354	0.0087	0.0179	0.0416	0.0294	0.0245										LP	0.97	LP	0.241	LP	0.463
(｡♥‿♥｡)	LP	0.4497	3	NP	198	0.0447	0.9355	False	198	True	0.069	0.1166	0.4497	0.2215	0.0034	0.0054	0.02	0.0962	0.0181	0.0859	0.0909	0.3838	0.4141	0.0	0.0	0.0	0.0253	0.0	LP	0.666	NB	0.283	LP	0.405
(｡・	NB	0.3387	3		0				0	False	0.069	0.0571	0.2593	0.086	0.0246	0.0314	0.0628	0.3387	0.0712										NB	0.54	NB	0.267	LP	0.25
(｡・ˇ‸ˇ・｡)	HB	0.2653	3	HN-D	3	0.2781	0.5988	False	3	False	0.0275	0.0189	0.0475	0.0446	0.1914	0.0714	0.223	0.1105	0.2653	0.0	0.0	0.0	0.0	0.6667	0.0	0.3333	0.0	0.0	HB	0.566	LN	0.242	HN-D	0.288
(｡・̀‿-)	HP-D	0.4581	3	NB	73	0.2515	0.6371	False	73	True	0.4581	0.0782	0.1499	0.0704	0.0361	0.0491	0.061	0.0632	0.034	0.1507	0.0137	0.0685	0.2466	0.0	0.0	0.0	0.5205	0.0	HP-D	0.967	LN	0.183	HP-D	0.341
(｡・̀‿-)و	HP-S	0.4135	3		0				1	False	0.1377	0.4135	0.1059	0.1066	0.0386	0.0469	0.0554	0.0564	0.0391										HP-S	0.965	LN	0.162	HP-D	0.31
(｡・̀‿・́｡)	HP-D	0.4156	3	NB	4	0.5612	0.1904	False	4	False	0.4156	0.1024	0.0967	0.0848	0.0455	0.073	0.0557	0.072	0.0544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	HP-D	0.961	HN-S	0.198	HP-S	0.289
(｡・́ω・̀｡)	LN	0.4696	3		0				0	False	0.0323	0.0251	0.0736	0.0542	0.0471	0.1164	0.4696	0.0863	0.0955										LN	0.932	NB	0.161	LN	0.32
(｡・́‿・̀｡)	LP	0.2367	3	LN	10	0.1179	0.8299	False	10	True	0.0795	0.096	0.2367	0.1059	0.0406	0.0502	0.1801	0.1473	0.0637	0.1	0.0	0.1	0.1	0.0	0.2	0.3	0.2	0.0	LN	0.389	HB	0.17	LP	0.425
(｡・́⌒・̀｡)	LN	0.5271	3		0				0	False	0.0279	0.0164	0.043	0.0437	0.0712	0.1146	0.5271	0.0717	0.0844										LN	0.996	LN	0.158	LN	0.427
(｡・́︵・̀｡)	LN	0.6353	3		0				2	True	0.0095	0.0109	0.0383	0.0877	0.0284	0.1138	0.6353	0.0507	0.0253										LN	0.995	NP	0.263	LN	0.766
(｡・́︿・̀｡)	LN	0.5864	3	LN	438	0.0427	0.9385	True	438	True	0.0247	0.008	0.0243	0.0131	0.074	0.1318	0.5864	0.0569	0.0809	0.0183	0.0183	0.016	0.0342	0.0228	0.2922	0.5616	0.0137	0.0228	LN	0.918	HN-D	0.182	LN	0.702
(｡・ω・｡)	NB	0.3814	3	LP	52	0.1922	0.7227	False	52	True	0.0539	0.0694	0.2525	0.1002	0.0179	0.0253	0.0527	0.3814	0.0467	0.0	0.0	0.75	0.0	0.0	0.0192	0.0	0.2308	0.0	NB	0.735	NB	0.271	LP	0.392
(｡・‿-)	LP	0.4602	3		0				1	True	0.1032	0.0838	0.4602	0.1074	0.0133	0.0219	0.0421	0.1385	0.0297										LP	0.85	NB	0.249	LP	0.308
(｡・‿・｡)	LP	0.4436	3	LP	15	0.0608	0.9123	True	15	True	0.0514	0.0772	0.4436	0.1125	0.0224	0.03	0.0507	0.1769	0.0353	0.0667	0.0667	0.4667	0.2667	0.0	0.0	0.0667	0.0667	0.0	LP	0.729	NB	0.217	LP	0.462
(｡・∀・)｡'	LP	0.3357	3		0				1	False	0.1036	0.1485	0.3357	0.0829	0.0088	0.0261	0.039	0.2312	0.0243										LP	0.574	NB	0.446	HP-S	0.294
(｡・∀・)ﾉﾞ	HP-S	0.4031	3		0				2	False	0.1135	0.4031	0.1637	0.0879	0.0135	0.0162	0.0497	0.1094	0.0431										HP-S	0.828	NB	0.29	HP-S	0.327
(｡・ㅅ・｡)	LP	0.3446	3	LP	6	0.2892	0.5828	True	6	False	0.0408	0.0405	0.3446	0.0903	0.0191	0.0367	0.0716	0.285	0.0715	0.0	0.0	0.8333	0.0	0.0	0.1667	0.0	0.0	0.0	LP	0.546	NB	0.268	LP	0.341
(ﾉ>ω<)	HP-S	0.44	3	HP-S	40	0.2011	0.7098	True	40	False	0.1105	0.44	0.0323	0.0482	0.0657	0.1163	0.1093	0.0312	0.0466	0.0	0.75	0.025	0.2	0.0	0.0	0.0	0.025	0.0	HP-S	0.999	LN	0.305	HP-S	0.27
(ﾉ^_^)	HP-S	0.4481	3	NP	4	0.3222	0.5352	False	4	False	0.1156	0.4481	0.0907	0.1272	0.046	0.0277	0.0559	0.0414	0.0473	0.25	0.0	0.25	0.5	0.0	0.0	0.0	0.0	0.0	HP-S	0.981	LN	0.163	HP-S	0.304
(ﾉ´-`ﾉ)	LN	0.3865	3		0				1	False	0.0502	0.0339	0.081	0.0703	0.1397	0.1039	0.3865	0.0676	0.0669										LN	0.867	HN-D	0.38	LP	0.233
(ﾉ´_´)	LN	0.4728	3		0				2	False	0.0148	0.0502	0.013	0.0261	0.2117	0.1224	0.4728	0.048	0.0409										LN	0.793	HN-D	0.467	LN	0.47
(ﾉ´ω`ﾉ)	LN	0.4116	3	HN-D	4	0.487	0.2974	False	4	False	0.0739	0.0933	0.1268	0.1003	0.0711	0.0715	0.4116	0.0232	0.0283	0.0	0.0	0.0	0.0	0.75	0.25	0.0	0.0	0.0	LN	0.914	LN	0.312	LP	0.359
(ﾉ´з`)	LN	0.3331	3		0				1	False	0.0971	0.1369	0.1302	0.1013	0.0821	0.0653	0.3331	0.0235	0.0303										LN	0.764	HN-D	0.237	LP	0.348
(ﾉ´∽`)	LN	0.2257	3		0				1	True	0.042	0.1523	0.2092	0.1172	0.107	0.077	0.2257	0.0327	0.0367										LN	0.35	HN-D	0.291	LP	0.378
(ﾉ´ヮ`)	HP-S	0.4011	3		0				1	False	0.0815	0.4011	0.1238	0.1205	0.0854	0.0548	0.0772	0.0216	0.0342										HP-S	0.845	HN-D	0.256	LP	0.319
(ﾉ´・ω・)	LN	0.3214	3	LN	3	0.2857	0.5879	True	3	False	0.0714	0.109	0.1286	0.1049	0.0876	0.0732	0.3214	0.0557	0.0481	0.0	0.0	0.0	0.0	0.0	0.3333	0.6667	0.0	0.0	LN	0.761	HN-D	0.253	LP	0.304
(ﾉ´・ω・`)	LN	0.4049	3	HN-D	22	0.4476	0.3542	False	22	False	0.0393	0.0518	0.1233	0.1117	0.078	0.0717	0.4049	0.0686	0.0506	0.0455	0.0	0.0	0.0	0.6364	0.3182	0.0	0.0	0.0	LN	0.949	HN-D	0.224	LP	0.346
(ﾉ´ﾉ)	LN	0.2516	3		0				2	False	0.0417	0.2018	0.0785	0.056	0.1008	0.1293	0.2516	0.0558	0.0846										HP-S	0.504	HN-D	0.276	LP	0.214
(ﾉ´ﾟдﾟ)	HN-S	0.4232	3		0				1	False	0.0319	0.0206	0.0055	0.017	0.2634	0.4232	0.1493	0.0183	0.0709										HN-S	0.726	HN-D	0.26	HN-D	0.47
(ﾉωﾉ)	LN	0.2725	3		0				0	False	0.0923	0.1824	0.1235	0.0747	0.1056	0.09	0.2725	0.0207	0.0385										LN	0.51	HN-D	0.304	LP	0.355
(ﾉ◕‿◕	HP-S	0.4542	3		0				1	False	0.14	0.4542	0.0762	0.1	0.0521	0.034	0.0582	0.0387	0.0466										HP-S	0.956	LN	0.166	HP-S	0.304
(ﾉ◕ヮ◕	HP-S	0.4688	3		0				1	False	0.1666	0.4688	0.0581	0.102	0.0447	0.0309	0.0375	0.0376	0.0537										HP-S	0.996	HP-D	0.145	HP-D	0.354
(ﾉ◕ヮ◕)	HP-S	0.5004	3	HP-S	636	0.0369	0.9468	True	636	True	0.1319	0.5004	0.0619	0.0995	0.045	0.0311	0.0377	0.0382	0.0544	0.1305	0.2752	0.0535	0.1195	0.1085	0.0786	0.0645	0.066	0.1038	HP-S	0.996	HP-D	0.145	HP-S	0.386
(ﾉﾞﾉﾟ)	HP-S	0.3697	3		0				1	False	0.0654	0.3697	0.0132	0.0283	0.1842	0.1316	0.0797	0.0396	0.0884										HP-S	0.998	HN-D	0.277	HN-D	0.275
(ﾟ`д´ﾟ)	HN-D	0.3227	3		0				1	False	0.016	0.3121	0.0021	0.0035	0.3227	0.1736	0.1146	0.0072	0.0483										HP-S	0.928	LN	0.329	HN-D	0.704
(ﾟoﾟ)	HP-S	0.3522	3		0				2	False	0.0385	0.3522	0.0137	0.0221	0.044	0.1737	0.0589	0.0946	0.2023										HP-S	0.998	HB	0.282	HB	0.324
(ﾟωﾟ)	NB	0.3104	3		0				1	False	0.181	0.0749	0.026	0.0403	0.0415	0.0747	0.1013	0.3104	0.1499										NB	0.427	LN	0.273	NB	0.437
(ﾟдﾟ)	HN-S	0.3568	3	HN-D	37	0.1275	0.816	False	37	False	0.0302	0.021	0.0053	0.006	0.0948	0.3568	0.121	0.0367	0.3284	0.0811	0.1081	0.027	0.0541	0.2973	0.2432	0.0811	0.0541	0.0541	HB	0.503	LN	0.326	HN-S	0.401
(ﾟ‿ﾟ)	NB	0.3099	3	LP	5	0.2345	0.6617	False	5	False	0.1159	0.0803	0.0713	0.0617	0.1056	0.0892	0.1185	0.3099	0.0477	0.2	0.2	0.4	0.0	0.0	0.0	0.0	0.2	0.0	NB	0.717	LN	0.337	LP	0.2
(ﾟ∀ﾟ)	HP-S	0.341	3	HP-D	19	0.0797	0.8851	False	19	False	0.2413	0.341	0.0277	0.0635	0.0304	0.0493	0.0808	0.0773	0.0887	0.3158	0.1579	0.1053	0.0	0.0	0.0526	0.0526	0.1053	0.2105	HP-S	0.735	LN	0.234	HP-D	0.295
(ﾟ∇ﾟ)	HP-S	0.4065	3	HP-S	4	0.2462	0.6449	True	4	False	0.108	0.4065	0.0558	0.0551	0.0309	0.0611	0.1049	0.0804	0.0973	0.0	0.75	0.0	0.25	0.0	0.0	0.0	0.0	0.0	HP-S	0.999	LN	0.297	HP-S	0.2
(ﾟ▽ﾟ)	HP-S	0.3797	3	HP-S	10	0.2756	0.6023	True	10	False	0.1215	0.3797	0.0773	0.0804	0.0607	0.0435	0.0931	0.0809	0.0629	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	HP-S	0.864	LN	0.272	HP-S	0.263
(ﾟ◕_◕)	HP-S	0.2615	3	HP-D	3	0.4817	0.305	False	3	False	0.0258	0.2615	0.0126	0.0177	0.1189	0.1723	0.1035	0.126	0.1617	0.6667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333	HP-S	0.77	HN-D	0.265	NB	0.329
(ﾟ◕‿ﾟ)	HP-S	0.3889	3	HB	5	0.4422	0.362	False	5	False	0.1239	0.3889	0.0796	0.0685	0.0251	0.0315	0.1621	0.0633	0.0572	0.2	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.6	HP-S	0.989	LN	0.478	HP-D	0.303
(ﾟ☉ﾟ)	HP-S	0.2664	3		0				1	False	0.0235	0.2664	0.0066	0.0061	0.0519	0.243	0.1378	0.044	0.2207										HP-S	0.767	LN	0.382	HN-S	0.44
(ﾟヘﾟ)	HP-S	0.2442	3	HN-S	3	0.3672	0.4703	False	3	False	0.0359	0.2442	0.006	0.0107	0.1472	0.1308	0.1076	0.0977	0.22	0.0	0.0	0.0	0.0	0.3333	0.6667	0.0	0.0	0.0	HP-S	0.72	LN	0.265	HB	0.349
(ﾟヮﾟ)	HP-S	0.3704	3		0				2	False	0.1228	0.3704	0.0734	0.0694	0.0822	0.0778	0.0968	0.0486	0.0585										HP-S	0.841	LN	0.287	HP-S	0.269
(ﾟーﾟ)	HB	0.3048	3		0				0	False	0.0645	0.0066	0.0336	0.0242	0.0804	0.1117	0.0972	0.277	0.3048										HB	0.534	HN-S	0.273	NB	0.475
